game_id,store_id,game_name,release_year,game_genre,num_players,type_of_machine,game_price
982530,951196,Infinity Ninja Pro,2015,"Fighting, Shooter, Sport, Puzzle",4,Guitar Arcade Unit,1.0
554636,823546,Galaxy Traveler Wars,2005,"Shooter, Beat 'em Up",2,Guitar Arcade Unit,0.5
434931,228418,Mystic Traveler Wars,2016,Maze,1,Interactive Touchscreen,1.0
428313,65361,Galaxy Racer Challenge,2017,"Sport, Shooter, Puzzle",2,Guitar Arcade Unit,0.5
344934,710051,Laser Hero Rampage,2000,"Platformer, Sport, Rhythm Game, Maze",4,Interactive Touchscreen,1.25
665183,783504,Robo Pirate Odyssey,1997,"Rhythm Game, Racing, Sport",4,Dance Dance Revolution Machine,0.25
138511,742253,Robo Rocket League,2002,"Fighting, Shooter, Racing",1,Claw Machine,0.75
482067,30788,Mystic Fury Force,2006,"Rhythm Game, Maze, Puzzle, Pinball",1,Virtual Pinball Machine,1.75
998496,638997,Mystic Assault Legends,2019,"Shooter, Maze, Rhythm Game",4,Pinball Machine,0.5
133531,287463,Pixel Ninja Mania,2009,"Pinball, Fighting, Light Gun Shooter, Shooter",4,Arcade Boxing Machine,1.75
86086,389009,Phantom Blaster 3000,2009,"Fighting, Maze",1,Bubble Hockey Table,0.25
264758,301891,Infinity Maverick Escape,1984,"Fighting, Beat 'em Up, Puzzle",1,Foosball Table,1.75
144458,412252,Skyward Vortex Wars,2015,"Platformer, Puzzle",1,Guitar Arcade Unit,0.25
926270,602519,Sky Explorer Adventure,1993,"Platformer, Maze, Sport",1,Interactive Touchscreen,1.75
903554,91802,Monster Fury Adventure,1994,"Pinball, Racing, Shooter, Beat 'em Up",1,Pinball Machine,1.25
19567,274133,Neon Jumper Showdown,2005,"Shooter, Maze",4,Virtual Pinball Machine,1.0
957954,777995,Cyber Avenger 3000,1988,Sport,4,Interactive Touchscreen,0.5
49098,431611,Pixel Fighter Mayhem,2017,"Platformer, Shooter",2,Foosball Table,1.25
176106,689579,Digital Hero Escape,2003,"Shooter, Puzzle, Beat 'em Up, Pinball",1,Bubble Hockey Table,0.25
342862,961282,Asteroid Ninja Showdown,1994,"Sport, Racing, Light Gun Shooter, Puzzle",1,Virtual Reality Arcade Pod,2.0
371642,117188,Digital Wizard Elite,1986,Beat 'em Up,1,Virtual Reality Arcade Pod,0.75
484963,319201,Retro Jumper Mania,2009,Beat 'em Up,1,Claw Machine,1.75
415202,807582,Asteroid Fighter Odyssey,1998,"Puzzle, Shooter, Maze",1,Dance Dance Revolution Machine,1.0
417811,161351,Alien Explorer Surge,2013,"Racing, Beat 'em Up, Sport, Pinball",2,Virtual Reality Arcade Pod,0.5
928637,311772,Electric Dragon Mania,2019,"Rhythm Game, Beat 'em Up, Platformer, Maze",2,Bubble Hockey Table,1.0
899870,274805,Galaxy Cavern Rampage,2004,"Shooter, Beat 'em Up, Sport",4,Arcade Cabinet,1.75
717880,945387,Sky Rebellion Challenge,1998,"Racing, Fighting, Platformer",2,Guitar Arcade Unit,0.75
138656,508054,Infinity Hero Escape,1976,"Shooter, Puzzle, Platformer",1,Interactive Touchscreen,0.5
118671,473913,Time Fury Chaos,1993,"Platformer, Maze, Beat 'em Up",4,Guitar Arcade Unit,1.0
152137,193148,Sky Combat Elite,1997,"Maze, Light Gun Shooter, Shooter, Rhythm Game",4,Bubble Hockey Table,2.0
610304,784554,Robo Vortex Pro,1989,"Fighting, Pinball, Shooter",4,Pinball Machine,1.0
757470,763917,Virtual Rocket Wars,2010,"Pinball, Sport, Shooter, Maze",1,Guitar Arcade Unit,1.0
235748,214698,Asteroid Combat Mayhem,1992,"Platformer, Pinball, Rhythm Game",4,Interactive Touchscreen,0.25
306646,619822,Time Combat Trials,2011,"Light Gun Shooter, Platformer, Racing",4,Virtual Pinball Machine,1.75
192705,641535,Skyward Combat Odyssey,2009,"Pinball, Sport, Racing, Light Gun Shooter",1,Arcade Boxing Machine,0.25
680248,196247,Retro Jumper Saga,1995,"Sport, Puzzle, Rhythm Game",1,Coin Pusher Machine,1.25
701339,200715,Space Assault Quest,2022,"Sport, Pinball, Fighting",2,Arcade Boxing Machine,1.5
901396,573766,Virtual Hero Elite,2010,"Fighting, Pinball, Platformer, Racing",2,Virtual Pinball Machine,0.75
12742,749087,Pixel Racer Saga,2016,Beat 'em Up,1,Claw Machine,0.25
981329,325828,Jungle Fury Genesis,2016,"Sport, Pinball, Platformer, Light Gun Shooter",1,Virtual Reality Arcade Pod,0.25
906851,461197,Galaxy Fighter Chaos,2022,"Shooter, Racing, Fighting, Platformer",2,Virtual Reality Arcade Pod,1.75
664025,530203,Electric Jumper League,1978,Puzzle,1,Dance Dance Revolution Machine,0.5
267595,578800,Electric Hero Legends,2016,Racing,1,Virtual Pinball Machine,0.25
218502,371708,Robo Cavern Escape,2015,"Platformer, Fighting, Maze",1,Arcade Boxing Machine,1.0
93970,177017,Cyber Jumper Pro,2010,"Fighting, Light Gun Shooter, Maze",2,Virtual Pinball Machine,1.5
47294,516195,Jungle Mash Adventure,2001,Puzzle,1,Virtual Reality Arcade Pod,2.0
929965,214698,Asteroid Hero Showdown,1995,"Puzzle, Sport, Platformer",4,Guitar Arcade Unit,2.0
100301,201999,Cyber Pirate Force,2006,"Fighting, Puzzle, Pinball, Racing",4,Pinball Machine,1.25
618509,278883,Skyward Vortex Showdown,2009,"Beat 'em Up, Pinball, Platformer, Light Gun Shooter",4,Arcade Cabinet,1.25
287372,852119,Alien Cavern Evolution,1976,"Pinball, Light Gun Shooter, Racing",2,Pinball Machine,0.25
386387,378187,Cyber Racer Force,2001,Pinball,2,Foosball Table,0.25
466076,91802,Monster Maze Showdown,2022,"Shooter, Puzzle, Racing",1,Dance Dance Revolution Machine,2.0
497995,36811,Alien Racer Trials,2007,"Fighting, Racing, Puzzle, Light Gun Shooter",2,Dance Dance Revolution Machine,0.75
267194,992665,Infinity Invaders League,2020,"Rhythm Game, Shooter, Puzzle, Light Gun Shooter",2,Racing Simulator,0.75
14741,194440,Digital Warp 3000,1980,"Shooter, Sport, Puzzle, Platformer",1,Interactive Touchscreen,1.25
555709,198065,Pixel Racer Challenge,2009,"Platformer, Puzzle",1,Dance Dance Revolution Machine,1.0
714762,198065,Crystal Dragon Mayhem,1978,"Rhythm Game, Fighting, Maze",2,Foosball Table,0.25
198663,511809,Asteroid Hero Force,2016,Light Gun Shooter,4,Basketball Shooting Game,1.75
665302,578800,Skyward Mash Showdown,1997,"Platformer, Puzzle",1,Claw Machine,1.5
287475,783504,Electric Ninja Quest,2008,"Fighting, Light Gun Shooter, Sport",2,Coin Pusher Machine,1.75
603418,253564,Jungle Rebellion Racers,2018,"Maze, Sport, Fighting",1,Dance Dance Revolution Machine,0.25
226868,473859,Virtual Quest Legends,2003,"Pinball, Beat 'em Up, Maze",2,Bubble Hockey Table,0.5
571960,617802,Galaxy Surfer Odyssey,2015,"Beat 'em Up, Sport",1,Guitar Arcade Unit,1.5
22068,231875,Pixel Vortex Quest,2022,"Rhythm Game, Pinball",4,Coin Pusher Machine,1.5
458859,511197,Jungle Surfer Odyssey,2011,Sport,1,Bubble Hockey Table,0.25
409350,455538,Monster Rebellion Trials,1979,"Beat 'em Up, Puzzle",4,Coin Pusher Machine,2.0
682317,172109,Cosmic Vortex Odyssey,2018,"Maze, Rhythm Game",2,Arcade Boxing Machine,0.5
368485,742253,Neon Fighter Racers,1981,Maze,1,Guitar Arcade Unit,1.0
963224,113289,Asteroid Blaster Xtreme,2018,"Rhythm Game, Sport, Light Gun Shooter, Maze",4,Virtual Reality Arcade Pod,0.75
950647,747020,Jungle Wizard Genesis,2020,"Light Gun Shooter, Beat 'em Up, Sport",1,Racing Simulator,1.75
929628,965706,Time Rebellion Force,1975,"Rhythm Game, Beat 'em Up, Shooter",4,Claw Machine,1.75
574089,23912,Retro Pirate 3000,1983,"Maze, Light Gun Shooter, Beat 'em Up",2,Foosball Table,0.5
876231,133297,Mystic Hero Showdown,2008,"Sport, Maze, Rhythm Game",2,Foosball Table,1.25
530778,285991,Digital Wizard Saga,1981,"Racing, Sport",4,Racing Simulator,0.5
941150,915792,Monster Rebellion Mania,1988,"Light Gun Shooter, Fighting, Racing, Beat 'em Up",2,Basketball Shooting Game,2.0
494084,283755,Crystal Hero Challenge,1988,Pinball,4,Pinball Machine,0.75
152146,500366,Retro Racer Showdown,1981,"Beat 'em Up, Light Gun Shooter, Puzzle",1,Virtual Pinball Machine,0.75
850444,551101,Monster Hero Surge,2014,"Maze, Light Gun Shooter, Pinball, Shooter",1,Arcade Boxing Machine,0.5
813324,48187,Jungle Warp 3000,1998,"Rhythm Game, Light Gun Shooter, Shooter, Puzzle",2,Basketball Shooting Game,1.0
605166,341634,Monster Colossus League,2004,Rhythm Game,1,Arcade Boxing Machine,0.75
268538,433633,Robo Quest Racers,2004,"Beat 'em Up, Light Gun Shooter",2,Virtual Reality Arcade Pod,1.0
973763,976621,Time Avenger Legends,1976,"Beat 'em Up, Maze",4,Arcade Cabinet,0.5
81120,353324,Jungle Invaders Force,2004,"Puzzle, Beat 'em Up, Racing, Maze",2,Guitar Arcade Unit,1.5
368542,152136,Infinity Traveler Showdown,1992,"Racing, Pinball, Fighting",4,Basketball Shooting Game,0.25
541235,324615,Sky Explorer Escape,1982,"Racing, Pinball, Rhythm Game, Light Gun Shooter",2,Basketball Shooting Game,1.25
722135,152136,Infinity Combat Force,1997,"Rhythm Game, Racing, Sport",4,Pinball Machine,1.5
745212,569171,Retro Pirate Xtreme,2006,"Shooter, Light Gun Shooter",1,Racing Simulator,0.75
123736,921271,Cyber Maverick Mania,2016,"Pinball, Beat 'em Up, Racing, Sport",1,Virtual Pinball Machine,0.25
946954,698793,Crystal Pirate Showdown,2008,"Racing, Puzzle, Pinball",1,Virtual Reality Arcade Pod,1.0
297312,147466,Virtual Traveler Wars,2017,"Shooter, Racing, Sport, Maze",2,Basketball Shooting Game,0.5
415084,607726,Monster Explorer League,2000,"Pinball, Light Gun Shooter, Racing",4,Interactive Touchscreen,0.75
829741,937341,Space Mash Elite,1994,"Pinball, Fighting",2,Coin Pusher Machine,2.0
59341,823343,Crystal Warp Escape,2018,"Fighting, Puzzle, Beat 'em Up",1,Racing Simulator,1.5
818512,350608,Robo Explorer 3000,2017,"Shooter, Platformer, Puzzle",2,Basketball Shooting Game,1.5
96714,399491,Skyward Traveler Rampage,1998,"Puzzle, Fighting, Racing",1,Arcade Boxing Machine,2.0
645414,467941,Skyward Wizard Showdown,2010,"Puzzle, Sport",2,Pinball Machine,0.25
915702,740339,Space Traveler Showdown,1989,"Sport, Beat 'em Up",2,Claw Machine,0.25
376167,36911,Laser Blaster Legends,2012,"Beat 'em Up, Light Gun Shooter, Sport",2,Pinball Machine,0.75
40327,287463,Galaxy Explorer Legends,1997,"Shooter, Sport, Pinball, Beat 'em Up",4,Bubble Hockey Table,1.5
653962,100986,Crystal Blaster Racers,1999,"Racing, Platformer",2,Basketball Shooting Game,0.25
654412,726332,Cosmic Colossus Rampage,2011,"Rhythm Game, Platformer, Light Gun Shooter, Shooter",4,Arcade Cabinet,0.75
246112,713197,Space Avenger Challenge,2004,"Sport, Maze, Shooter",2,Foosball Table,1.75
547119,406530,Skyward Invaders Mayhem,1979,"Light Gun Shooter, Racing",1,Virtual Pinball Machine,2.0
299991,100865,Crystal Hero Rampage,2001,"Platformer, Shooter, Rhythm Game, Puzzle",1,Racing Simulator,0.75
442803,83976,Space Rocket Rampage,1989,Sport,2,Guitar Arcade Unit,1.5
598993,581687,Laser Fury Racers,1976,"Beat 'em Up, Shooter, Fighting",1,Pinball Machine,2.0
407184,729913,Pixel Dragon Racers,2002,"Pinball, Maze, Racing, Rhythm Game",2,Basketball Shooting Game,1.25
718939,567818,Digital Avenger League,2017,"Racing, Beat 'em Up, Puzzle",1,Racing Simulator,0.5
571943,695632,Cosmic Traveler Showdown,1986,"Shooter, Rhythm Game",4,Dance Dance Revolution Machine,1.75
430940,251570,Cosmic Colossus Legends,2002,Racing,2,Foosball Table,0.25
594245,819151,Cosmic Ninja 3000,1998,"Maze, Pinball, Rhythm Game",1,Coin Pusher Machine,0.25
864514,355701,Asteroid Wizard Rampage,2001,"Sport, Light Gun Shooter",1,Foosball Table,0.75
482428,62870,Skyward Maze Rampage,1975,"Beat 'em Up, Pinball, Sport",4,Basketball Shooting Game,0.25
792312,729913,Jungle Vortex Genesis,1996,"Racing, Fighting, Maze, Rhythm Game",4,Interactive Touchscreen,1.5
814279,304866,Galaxy Combat Quest,2019,"Maze, Sport, Beat 'em Up",4,Arcade Cabinet,0.75
744471,945888,Electric Explorer Mayhem,2003,"Platformer, Shooter, Rhythm Game",1,Coin Pusher Machine,2.0
43588,231875,Retro Mash Quest,2010,"Maze, Sport, Beat 'em Up, Shooter",2,Arcade Cabinet,1.5
573213,722451,Phantom Dragon Pro,1987,"Platformer, Shooter, Racing",2,Claw Machine,0.75
871080,29037,Monster Jumper Evolution,2021,"Pinball, Beat 'em Up",4,Claw Machine,2.0
935,351671,Sky Warp Challenge,2003,Shooter,4,Coin Pusher Machine,0.75
704488,675007,Virtual Maverick Mania,2011,"Platformer, Rhythm Game, Sport",2,Virtual Reality Arcade Pod,1.75
824872,662317,Alien Rocket Xtreme,1980,"Shooter, Beat 'em Up, Rhythm Game, Maze",4,Virtual Pinball Machine,0.5
725945,118950,Time Rebellion League,2017,"Beat 'em Up, Rhythm Game, Racing, Fighting",4,Claw Machine,0.75
838847,733617,Alien Rebellion League,1992,"Racing, Fighting",1,Interactive Touchscreen,1.0
490086,3,House of the Fighter Adventure,2017,"Fighting, Puzzle, Maze",2,Arcade Boxing Machine,1.5
731998,702206,Jungle Maze Trials,2009,"Rhythm Game, Racing",1,Virtual Reality Arcade Pod,0.25
933242,176092,Galaxy Warp Elite,1988,Sport,4,Claw Machine,1.25
644813,641236,Mystic Wizard Escape,2016,"Puzzle, Shooter, Platformer",2,Virtual Pinball Machine,1.5
69630,780289,Cyber Warp Rampage,2003,Pinball,4,Arcade Boxing Machine,0.5
703100,999987,Mystic Maze Surge,2002,"Sport, Platformer, Racing, Rhythm Game",2,Guitar Arcade Unit,2.0
259209,168405,Time Blaster Force,1981,"Rhythm Game, Sport",4,Bubble Hockey Table,1.0
592663,67971,Neon Explorer Racers,1977,"Platformer, Sport, Racing",1,Virtual Pinball Machine,1.75
742217,702206,Pixel Explorer Challenge,1983,"Maze, Platformer, Pinball, Fighting",4,Virtual Pinball Machine,0.25
492511,500366,Cosmic Fury Xtreme,2020,"Shooter, Racing",4,Virtual Reality Arcade Pod,2.0
739537,497419,Mystic Maze Saga,1987,"Pinball, Maze",4,Racing Simulator,1.5
224537,672153,Time Cavern Challenge,2006,"Puzzle, Pinball, Rhythm Game, Beat 'em Up",4,Arcade Boxing Machine,0.5
245128,268330,Robo Surfer Showdown,1999,"Fighting, Pinball, Light Gun Shooter, Rhythm Game",4,Claw Machine,1.75
101316,794515,Crystal Blaster Challenge,2016,"Racing, Shooter, Puzzle",4,Virtual Pinball Machine,2.0
669519,172109,Cyber Racer Showdown,1987,"Fighting, Maze, Puzzle, Rhythm Game",1,Pinball Machine,1.75
592643,729913,Digital Surfer Genesis,1999,"Beat 'em Up, Light Gun Shooter, Shooter",2,Claw Machine,0.75
140403,245715,Retro Fury Genesis,2009,"Maze, Pinball",1,Coin Pusher Machine,0.25
642250,524982,Neon Fighter Surge,2010,"Racing, Fighting",4,Virtual Reality Arcade Pod,1.5
929047,182234,Galaxy Hero Racers,1987,"Shooter, Rhythm Game, Beat 'em Up, Pinball",2,Basketball Shooting Game,0.25
853870,81895,Cyber Warp Adventure,2014,"Platformer, Beat 'em Up, Puzzle, Rhythm Game",4,Arcade Cabinet,0.25
873465,705519,House of the Surfer Rampage,1996,Light Gun Shooter,1,Virtual Reality Arcade Pod,0.5
744858,820604,Cosmic Ninja Mayhem,2019,"Platformer, Light Gun Shooter, Pinball, Beat 'em Up",4,Coin Pusher Machine,0.75
98193,890522,Cosmic Traveler Odyssey,1997,"Maze, Pinball",4,Virtual Pinball Machine,1.5
947190,336773,Monster Ninja Surge,2021,"Shooter, Light Gun Shooter",2,Arcade Cabinet,0.25
712385,325573,Virtual Maverick Quest,1987,Fighting,2,Pinball Machine,0.25
294373,960368,Cosmic Combat Adventure,2015,"Pinball, Racing",2,Guitar Arcade Unit,1.0
783339,794515,Neon Wizard Legends,2000,"Puzzle, Fighting, Sport",4,Coin Pusher Machine,1.0
618192,931576,Space Blaster Mania,1987,"Sport, Maze, Rhythm Game",1,Foosball Table,1.75
755536,436805,Mystic Avenger Saga,2014,"Fighting, Rhythm Game, Pinball, Light Gun Shooter",1,Arcade Cabinet,2.0
432671,512590,Laser Warp Wars,1976,Rhythm Game,4,Racing Simulator,1.5
951546,385987,Skyward Rebellion Saga,2009,"Pinball, Beat 'em Up, Platformer, Sport",1,Arcade Cabinet,0.75
444577,283755,Asteroid Quest Xtreme,1993,"Maze, Sport",1,Arcade Boxing Machine,1.0
399668,295980,Alien Explorer Trials,2015,"Platformer, Rhythm Game, Racing",2,Basketball Shooting Game,1.0
341528,229546,House of the Wizard Wars,2005,"Maze, Puzzle, Pinball, Racing",4,Foosball Table,1.75
337709,325573,Space Hero Evolution,2022,"Shooter, Puzzle, Sport, Racing",1,Virtual Pinball Machine,1.0
560662,823546,Space Fury Quest,2011,"Shooter, Pinball, Platformer, Beat 'em Up",1,Coin Pusher Machine,0.5
415436,168405,Crystal Maverick Pro,1988,"Sport, Light Gun Shooter, Shooter, Puzzle",4,Coin Pusher Machine,1.0
774825,641535,Pixel Combat 3000,1994,"Rhythm Game, Maze, Pinball, Platformer",2,Dance Dance Revolution Machine,2.0
98966,406530,Crystal Invaders Trials,1988,"Platformer, Fighting, Maze, Pinball",4,Racing Simulator,2.0
864046,976621,Monster Fighter Mayhem,1990,"Pinball, Beat 'em Up, Light Gun Shooter",2,Interactive Touchscreen,1.5
881538,701323,House of the Avenger Trials,1984,"Fighting, Maze, Shooter",2,Interactive Touchscreen,1.0
546341,415533,Mystic Jumper Challenge,1982,"Rhythm Game, Puzzle, Racing",4,Virtual Pinball Machine,0.75
568267,216871,Crystal Mash Force,2015,"Rhythm Game, Puzzle, Sport",2,Basketball Shooting Game,1.5
378857,893569,Phantom Avenger Challenge,2013,"Light Gun Shooter, Maze, Sport",2,Arcade Cabinet,1.5
704571,789359,Alien Explorer Quest,2012,"Platformer, Puzzle",1,Virtual Reality Arcade Pod,1.0
4501,325243,Mystic Hero Quest,1992,"Light Gun Shooter, Puzzle, Pinball",4,Pinball Machine,2.0
788426,39284,Time Maverick League,1978,"Pinball, Racing, Platformer",2,Interactive Touchscreen,0.75
670716,524982,Laser Explorer Force,2008,"Maze, Puzzle, Fighting, Pinball",1,Bubble Hockey Table,1.0
441515,981872,Infinity Blaster Force,1987,"Racing, Rhythm Game, Pinball, Shooter",1,Claw Machine,2.0
805083,328676,Mystic Rebellion 3000,1988,"Maze, Pinball, Puzzle, Sport",2,Interactive Touchscreen,1.0
996299,698706,Alien Warp Pro,2009,"Pinball, Beat 'em Up",1,Virtual Pinball Machine,1.0
632771,658895,Virtual Jumper Quest,2020,"Pinball, Beat 'em Up, Fighting, Maze",4,Basketball Shooting Game,0.5
145339,762474,Retro Combat Genesis,1990,"Rhythm Game, Shooter, Maze, Sport",2,Pinball Machine,1.5
161239,592312,Retro Rebellion Mania,2018,Shooter,4,Pinball Machine,2.0
123621,36911,Sky Rebellion Wars,2020,"Puzzle, Pinball",4,Interactive Touchscreen,0.5
99557,48187,Space Fury Rampage,1993,"Fighting, Light Gun Shooter, Puzzle, Racing",4,Bubble Hockey Table,2.0
212791,793110,Galaxy Jumper Challenge,2011,Fighting,4,Arcade Cabinet,2.0
860283,407754,Cyber Ninja Chaos,2006,Rhythm Game,4,Pinball Machine,2.0
61207,509539,Monster Jumper Wars,2020,"Pinball, Shooter, Sport, Platformer",1,Arcade Boxing Machine,2.0
874169,793110,Crystal Invaders Elite,2019,"Puzzle, Sport",4,Claw Machine,1.75
971509,257833,Cyber Pirate Pro,1978,"Fighting, Pinball",4,Arcade Boxing Machine,2.0
265623,980575,Jungle Blaster Chaos,1981,"Puzzle, Sport",4,Arcade Boxing Machine,1.5
365499,632810,Jungle Cavern Odyssey,2013,"Light Gun Shooter, Platformer, Maze",1,Racing Simulator,1.0
657650,888359,Robo Pirate Evolution,2011,"Puzzle, Maze, Sport, Rhythm Game",2,Racing Simulator,1.25
317404,832035,Neon Mash Showdown,2013,"Maze, Platformer, Fighting",2,Pinball Machine,2.0
694993,462304,Alien Blaster Surge,2019,"Maze, Beat 'em Up",2,Racing Simulator,1.5
701726,369203,Time Colossus Mayhem,1997,"Rhythm Game, Fighting, Shooter, Sport",2,Pinball Machine,0.25
825167,524982,Laser Fighter Rampage,1988,"Maze, Platformer, Shooter, Puzzle",1,Interactive Touchscreen,1.0
859273,59282,Crystal Fighter Racers,1988,"Fighting, Shooter, Maze, Sport",1,Coin Pusher Machine,1.5
293839,127432,Robo Assault Odyssey,1997,"Maze, Shooter, Rhythm Game, Fighting",1,Foosball Table,0.75
174827,450263,Cyber Hero Legends,2012,"Puzzle, Fighting, Sport, Racing",4,Foosball Table,1.75
355357,800455,Time Ninja Pro,1987,"Sport, Platformer, Shooter, Racing",4,Guitar Arcade Unit,1.0
531922,553711,Retro Surfer Showdown,2005,"Beat 'em Up, Fighting, Racing",4,Guitar Arcade Unit,1.75
850063,804372,Retro Explorer Pro,2002,"Shooter, Rhythm Game, Light Gun Shooter, Pinball",2,Guitar Arcade Unit,0.5
524223,439333,Phantom Blaster Xtreme,2009,"Sport, Puzzle",1,Virtual Pinball Machine,1.75
807713,797649,Infinity Racer Saga,1991,"Rhythm Game, Shooter, Light Gun Shooter, Beat 'em Up",4,Foosball Table,2.0
122882,418960,Space Fighter Pro,2019,"Sport, Beat 'em Up, Light Gun Shooter",1,Pinball Machine,1.5
633342,363530,Neon Blaster Quest,1981,"Puzzle, Beat 'em Up, Rhythm Game, Shooter",2,Arcade Cabinet,1.25
573,159423,Retro Racer Odyssey,2002,"Shooter, Fighting, Platformer, Rhythm Game",4,Arcade Boxing Machine,0.25
925613,532049,Infinity Ninja Saga,1996,"Shooter, Rhythm Game, Fighting, Racing",4,Racing Simulator,1.25
901554,607025,Robo Avenger Rampage,1986,"Rhythm Game, Puzzle, Beat 'em Up, Sport",2,Bubble Hockey Table,0.75
678625,608576,Mystic Maverick Legends,1983,"Fighting, Sport, Maze, Puzzle",1,Foosball Table,0.75
880083,713725,Electric Wizard Showdown,2011,"Racing, Beat 'em Up, Puzzle",1,Guitar Arcade Unit,2.0
464387,754206,Neon Pirate Wars,2001,Shooter,4,Pinball Machine,0.5
658437,551101,Retro Colossus Saga,1983,"Puzzle, Sport, Pinball",4,Dance Dance Revolution Machine,0.25
163731,239900,Robo Traveler Mayhem,1994,Pinball,1,Bubble Hockey Table,0.25
419951,167806,Electric Invaders Trials,2020,"Sport, Beat 'em Up, Shooter",1,Dance Dance Revolution Machine,1.25
242114,511689,Retro Mash Mayhem,2004,"Platformer, Maze, Shooter, Rhythm Game",1,Guitar Arcade Unit,0.5
590452,460393,Sky Colossus Rampage,1989,Maze,1,Racing Simulator,1.75
130582,104931,Space Warp Escape,2004,"Platformer, Maze, Racing",4,Pinball Machine,0.75
240218,862967,Digital Maverick Challenge,1979,"Beat 'em Up, Shooter, Racing",1,Racing Simulator,0.25
912314,196247,Galaxy Invaders Surge,1983,"Platformer, Racing",4,Racing Simulator,1.25
538574,481756,Infinity Combat Mayhem,2008,"Pinball, Rhythm Game, Light Gun Shooter, Fighting",1,Bubble Hockey Table,1.25
988165,177417,Asteroid Fury Surge,2021,"Light Gun Shooter, Fighting, Platformer, Sport",2,Arcade Cabinet,0.25
195808,168185,House of the Colossus Challenge,1982,"Pinball, Beat 'em Up, Platformer, Racing",1,Racing Simulator,1.0
343231,617802,Infinity Avenger Legends,1980,"Racing, Sport, Shooter",2,Guitar Arcade Unit,1.25
263157,439333,Virtual Surfer Mania,1978,"Maze, Puzzle, Light Gun Shooter",2,Interactive Touchscreen,2.0
